INFO: setting server port as: 2222
INFO: Waiting for incoming connection...
R1:12008221.783895325,1.000000000,12008221.783915987,12008222.783952095
R2:12008223.117390838,1.000000000,12008223.117473301,12008224.117504835
R3:12008224.450932013,1.000000000,12008224.451014988,12008225.451054379
R4:12008225.784476247,1.000000000,12008225.784534777,12008226.784565739
R5:12008227.117965098,1.000000000,12008227.118039468,12008228.118068922
R6:12008228.451497950,1.000000000,12008228.451595170,12008229.451623313
R7:12008229.785057222,1.000000000,12008229.785113156,12008230.785143130
R8:12008231.118587246,1.000000000,12008231.118646543,12008232.118676730
R9:12008232.452138059,1.000000000,12008232.452200729,12008233.452226831
R10:12008233.785748452,1.000000000,12008233.785841422,12008234.785867801
R11:12008235.119306566,1.000000000,12008235.119367167,12008236.119394740
R12:12008236.452854354,1.000000000,12008236.452921232,12008237.452948039
R13:12008237.786401305,1.000000000,12008237.786467144,12008238.786495551
R14:12008239.119946705,1.000000000,12008239.120022481,12008240.120051004
R15:12008240.453479916,1.000000000,12008240.453539213,12008241.453566635
R16:12008241.787005818,1.000000000,12008241.787076151,12008242.787105780
R17:12008243.120543964,1.000000000,12008243.120605486,12008244.120638909
R18:12008244.454067642,1.000000000,12008244.454133864,12008245.454163404
R19:12008245.787595486,1.000000000,12008245.787669241,12008246.787697596
R20:12008247.121135760,1.000000000,12008247.121196406,12008248.121226281
R21:12008248.454657258,1.000000000,12008248.454714049,12008249.454739517
R22:12008249.788182478,1.000000000,12008249.788251791,12008250.788279187
R23:12008251.121718716,1.000000000,12008251.121780686,12008252.121835923
R24:12008252.455264714,1.000000000,12008252.455324663,12008253.455352452
R25:12008253.788788060,1.000000000,12008253.788864054,12008254.788892046
R26:12008255.122347360,1.000000000,12008255.122407358,12008256.122435633
R27:12008256.455892719,1.000000000,12008256.455952695,12008257.455978749
R28:12008257.789426023,1.000000000,12008257.789498305,12008258.789529089
R29:12008259.122966683,1.000000000,12008259.123028738,12008260.123055208
R30:12008260.456505524,1.000000000,12008260.456568593,12008261.456595836
R31:12008261.790045219,1.000000000,12008261.790115533,12008262.790144680
